Run	advertising budget	aversion to NPV deviation	base external investor ask rate	bioproduct long term price	bioproduct offtake agreement	bioproduct performance advantage	bioproduct price fluctuations	bioproduct price reversion time	commercial capital cost input	commercial fixed operating cost input	commercial plant capacity	commercial plant capacity input	commercial plant startup period	commercial process yield input	commercial variable operating cost input	custom feedstock long term price change	custom feedstock maximum fluctuation magnitude	custom feedstock periodic fluctuation magnitude	custom feedstock reversion time	custom feedstock starting price	elasticity of demand	elasticity of supply	expected continuity of government policy	expected green premium	feedstock approval maximum cost	feedstock approval maximum time	feedstock approval required switch	government capital cost share	government operating cost share	government operating grant period	government production incentive	government research cost share	incumbent long term price trend	incumbent market share target economic	incumbent maximum fluctuation	incumbent price response magnitude	incumbent reversion time	incumbent starting price	initial market size	investor optimism	long term market size	market growth rate	pathway approval maximum cost	pathway approval maximum time	pathway approval required switch	payback period multiplier	product approval maximum cost	product approval maximum time	product approval required switch	random stream	regulatory process starting point	required internal return	required return multiplier	retrofit delay	stagegate length	strategic value to external investors	target demo hours	target pilot hours
61	8e+05	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	803528	803528	1.8	0.55215	1209.7808	0	0.5225	2.1	0.85	77	1.35	1.1	1.6	0	1350000	6.75	0.6	1.35	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.0085	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.35	0.3	0.85	0	5500	4050
62	8e+05	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	803528	803528	1.8	0.55215	1209.7808	0	0.5225	2.1	0.85	77	1.35	1.1	1.6	0	1350000	6.75	0.6	1.35	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.0085	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
63	8e+05	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	803528	803528	1.8	0.6544	1209.7808	0	0.5225	2.1	0.85	77	1.35	1.1	1.6	0	1350000	6.75	0.6	1.35	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.0085	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
64	8e+05	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	803528	803528	1.8	0.6544	1209.7808	0	0.40375	2.1	0.85	77	1.35	1.1	1.6	0	1350000	6.75	0.6	1.35	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.0085	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
65	8e+05	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	803528	803528	1.8	0.6544	1209.7808	0	0.40375	2.1	0.85	77	1.6	1.1	1.6	0	1350000	6.75	0.6	1.35	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.0085	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
66	8e+05	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	803528	803528	1.8	0.6544	1209.7808	0	0.40375	2.1	0.85	77	1.6	1.1	1.6	0	1350000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.0085	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
67	8e+05	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	803528	803528	1.8	0.6544	1209.7808	0	0.40375	2.1	0.85	77	1.6	1.1	1.6	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.0085	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
68	8e+05	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	803528	803528	1.8	0.6544	1209.7808	0	0.40375	2.1	0.85	77	1.6	1.1	1.6	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.011	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
69	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	803528	803528	1.8	0.6544	1209.7808	0	0.40375	2.1	0.85	77	1.6	1.1	1.6	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.011	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
70	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	803528	803528	1.8	0.6544	1209.7808	0	0.40375	2.1	0.85	77	1.6	1.1	1.6	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.011	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
71	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	803528	803528	1.8	0.6544	1209.7808	0	0.40375	2.1	0.85	77	1.6	1.1	1.6	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.011	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
72	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	803528	803528	1.8	0.6544	1209.7808	0	0.40375	2.1	0.85	77	1.6	1.1	1.35	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.011	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
73	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.1	0.85	77	1.6	1.1	1.35	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.0675	0.27	0.06	1360	6e+05	0.6	33000	0.011	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
74	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.1	0.85	77	1.6	1.1	1.35	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.08	0.27	0.06	1360	6e+05	0.6	33000	0.011	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4050
75	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.1	0.85	77	1.6	1.1	1.35	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.08	0.27	0.06	1360	6e+05	0.6	33000	0.011	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4800
76	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	0.85	77	1.6	1.1	1.35	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.08	0.27	0.06	1360	6e+05	0.6	33000	0.011	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4800
77	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	0.85	77	1.6	1.1	1.35	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.08	0.27	0.06	1360	6e+05	0.6	33000	0.011	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4800
78	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	0.85	77	1.6	1.1	1.35	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.425	0.085	0.54	0.08	0.27	0.06	1360	850000	0.6	33000	0.011	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4800
79	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	0.85	77	1.6	1.1	1.35	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.55	0.085	0.54	0.08	0.27	0.06	1360	850000	0.6	33000	0.011	6e+05	4.25	1.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4800
80	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	0.85	77	1.6	1.1	1.35	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.55	0.085	0.54	0.08	0.27	0.06	1360	850000	0.6	33000	0.011	6e+05	4.25	0.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4800
81	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	0.85	77	1.6	1.1	1.35	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.55	0.085	0.54	0.08	0.27	0.085	1360	850000	0.6	33000	0.011	6e+05	4.25	0.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4800
82	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	0.85	77	1.6	1.1	1.35	0	1600000	6.75	0.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.27	0.085	1360	850000	0.6	33000	0.011	6e+05	4.25	0.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4800
83	675000	0.17	12.8	5500	0.675	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	0.85	77	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.27	0.085	1360	850000	0.6	33000	0.011	6e+05	4.25	0.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4800
84	675000	0.17	12.8	5500	0.8	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	0.85	77	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.27	0.085	1360	850000	0.6	33000	0.011	6e+05	4.25	0.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4800
85	675000	0.17	12.8	5500	0.8	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	0.85	77	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.27	0.085	1360	850000	0.6	33000	0.011	6e+05	4.25	0.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4800
86	675000	0.17	12.8	5500	0.8	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	0.85	77	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.27	0.085	1360	850000	0.85	33000	0.011	6e+05	4.25	0.6	1.1	850000	4.25	0.6	3	0.825	0.108	1.6	0.3	0.85	0	5500	4800
87	675000	0.17	12.8	5500	0.8	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	0.85	77	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.27	0.085	1360	850000	0.85	33000	0.011	6e+05	4.25	0.6	1.1	850000	4.25	0.6	2	0.825	0.108	1.6	0.3	0.85	0	5500	4800
88	675000	0.17	12.8	5500	0.8	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	77	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.27	0.085	1360	850000	0.85	33000	0.011	6e+05	4.25	0.6	1.1	850000	4.25	0.6	2	0.825	0.108	1.6	0.3	0.85	0	5500	4800
89	675000	0.17	12.8	5500	0.8	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.27	0.085	1360	850000	0.85	33000	0.011	6e+05	4.25	0.6	1.1	850000	4.25	0.6	2	0.825	0.108	1.6	0.3	0.85	0	5500	4800
90	675000	0.22	12.8	5500	0.8	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.27	0.085	1360	850000	0.85	33000	0.011	6e+05	4.25	0.6	1.1	850000	4.25	0.6	2	0.825	0.108	1.6	0.3	0.85	0	5500	4800
91	675000	0.22	12.8	5500	0.8	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.27	0.085	1360	850000	0.85	33000	0.011	6e+05	4.25	0.6	0.85	850000	4.25	0.6	2	0.825	0.108	1.6	0.3	0.85	0	5500	4800
92	675000	0.22	12.8	6750	0.8	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.27	0.085	1360	850000	0.85	33000	0.011	6e+05	4.25	0.6	0.85	850000	4.25	0.6	2	0.825	0.108	1.6	0.3	0.85	0	5500	4800
93	675000	0.22	12.8	6750	0.8	1.1	0	1.1	1378718000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.32	0.085	1360	850000	0.85	33000	0.011	6e+05	4.25	0.6	0.85	850000	4.25	0.6	2	0.825	0.108	1.6	0.3	0.85	0	5500	4800
94	675000	0.22	12.8	6750	0.8	1.1	0	1.1	1065373000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.32	0.085	1360	850000	0.85	33000	0.011	6e+05	4.25	0.6	0.85	850000	4.25	0.6	2	0.825	0.108	1.6	0.3	0.85	0	5500	4800
95	675000	0.22	12.8	6750	0.8	1.1	0	1.1	1065373000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.32	0.085	1360	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	850000	4.25	0.6	2	0.825	0.108	1.6	0.3	0.85	0	5500	4800
96	675000	0.22	12.8	6750	0.8	1.1	0	1.1	1065373000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.275	0	0.55	0.085	0.44	0.08	0.32	0.085	1360	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	850000	4.25	0.6	2	1.0125	0.108	1.6	0.3	0.85	0	5500	4800
97	675000	0.22	12.8	6750	0.8	1.1	0	1.1	1065373000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.085	0.44	0.08	0.32	0.085	1360	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	850000	4.25	0.6	2	1.0125	0.108	1.6	0.3	0.85	0	5500	4800
98	675000	0.22	12.8	6750	0.8	1.1	0	1.1	1065373000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.085	0.44	0.08	0.32	0.085	1360	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	850000	4.25	0.6	2	1.0125	0.088	1.6	0.3	0.85	0	5500	4800
99	675000	0.22	12.8	6750	0.8	0.85	0	1.1	1065373000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.085	0.44	0.08	0.32	0.085	1360	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	850000	4.25	0.6	2	1.0125	0.088	1.6	0.3	0.85	0	5500	4800
100	675000	0.22	12.8	6750	0.8	0.85	0	1.1	1065373000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1360	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	850000	4.25	0.6	2	1.0125	0.088	1.6	0.3	0.85	0	5500	4800
101	675000	0.22	12.8	6750	0.8	0.85	0	1.1	1065373000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1360	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	1100000	4.25	0.6	2	1.0125	0.088	1.6	0.3	0.85	0	5500	4800
102	675000	0.22	12.8	6750	0.8	0.85	0	1.1	1065373000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	1100000	4.25	0.6	2	1.0125	0.088	1.6	0.3	0.85	0	5500	4800
103	675000	0.22	12.8	6750	0.8	0.85	0	1.1	1065373000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	1100000	4.25	0.6	2	1.0125	0.088	1.6	0.425	0.85	0	5500	4800
104	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	36450000	620908	803528	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	1100000	4.25	0.6	2	1.0125	0.088	1.6	0.425	0.85	0	5500	4800
105	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	36450000	620908	620908	1.8	0.6544	1209.7808	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	1100000	4.25	0.6	2	1.0125	0.088	1.6	0.425	0.85	0	5500	4800
106	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	36450000	620908	620908	1.8	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	1100000	4.25	0.6	2	1.0125	0.088	1.6	0.425	0.85	0	5500	4800
107	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	36450000	620908	620908	1.8	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	1100000	4.25	1.6	2	1.0125	0.088	1.6	0.425	0.85	0	5500	4800
108	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	36450000	620908	620908	1.8	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	6e+05	3	0.6	0.85	1100000	4.25	1.6	2	1.0125	0.088	1.6	0.425	0.85	0	5500	4800
109	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	36450000	620908	620908	1.8	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	850000	3	0.6	0.85	1100000	4.25	1.6	2	1.0125	0.088	1.6	0.425	0.85	0	5500	4800
110	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	36450000	620908	620908	1.8	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	6.75	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	850000	3	0.6	0.85	1100000	4.25	1.6	2	1.0125	0.088	1.6	0.425	0.6	0	5500	4800
111	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	36450000	620908	620908	1.8	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	5.5	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	850000	3	0.6	0.85	1100000	4.25	1.6	2	1.0125	0.088	1.6	0.425	0.6	0	5500	4800
112	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	36450000	620908	620908	1.8	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	1.1	1.35	0	1600000	5.5	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	850000	3	0.6	0.85	1100000	4.25	1.6	2	1.0125	0.088	1.6	0.425	0.6	0	4250	4800
113	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	36450000	620908	620908	1.8	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	0.85	1.35	0	1600000	5.5	1.6	1.1	0.425	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	850000	3	0.6	0.85	1100000	4.25	1.6	2	1.0125	0.088	1.6	0.425	0.6	0	4250	4800
114	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	36450000	620908	620908	1.8	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	0.85	1.35	0	1600000	5.5	1.6	1.1	0.55	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	850000	3	0.6	0.85	1100000	4.25	1.6	2	1.0125	0.088	1.6	0.425	0.6	0	4250	4800
115	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	36450000	620908	620908	2.55	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	0.85	1.35	0	1600000	5.5	1.6	1.1	0.55	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	850000	3	0.6	0.85	1100000	4.25	1.6	2	1.0125	0.088	1.6	0.425	0.6	0	4250	4800
116	675000	0.22	12.8	6750	0.8	0.85	0	1.35	1065373000	29700000	620908	620908	2.55	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	0.85	1.35	0	1600000	5.5	1.6	1.1	0.55	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	850000	3	0.6	0.85	1100000	4.25	1.6	2	1.0125	0.088	1.6	0.425	0.6	0	4250	4800
117	675000	0.22	10.8	6750	0.8	0.85	0	1.35	1065373000	29700000	620908	620908	2.55	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	0.85	1.35	0	1600000	5.5	1.6	1.1	0.55	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	33000	0.011	850000	3	0.6	0.85	1100000	4.25	1.6	2	1.0125	0.088	1.6	0.425	0.6	0	4250	4800
118	675000	0.22	10.8	6750	0.8	0.85	0	1.35	1065373000	29700000	620908	620908	2.55	0.6544	1020.75255	0	0.40375	2.975	1.1	94.5	1.6	0.85	1.35	0	1600000	5.5	1.6	1.1	0.55	1.65	0	0.55	0.06	0.44	0.08	0.32	0.085	1760	850000	0.85	40500	0.011	850000	3	0.6	0.85	1100000	4.25	1.6	2	1.0125	0.088	1.6	0.425	0.6	0	4250	4800
119	550000	0.27	6.8	4250	0.675	1.6	0	1.1	1692063000	36450000	620908	1168768	3.3	0.34765	1209.7808	0	0.76	4.725	1.35	94.5	0.85	0.6	1.1	0	850000	4.25	0.6	1.6	0.425	2.4	0	0.3	0.11	0.34	0.0675	0.27	0.135	2160	1100000	0.85	18000	0.016	6e+05	6.75	0.6	0.85	6e+05	3	1.6	10	1.0125	0.068	0.6	0.425	1.35	0	6750	4050
120	550000	0.27	6.8	4250	0.675	1.6	0	1.1	1692063000	36450000	620908	1168768	3.3	0.34765	1209.7808	0	0.76	4.725	1.35	94.5	0.85	0.6	1.1	0	850000	4.25	0.6	1.6	0.425	2.4	0	0.3	0.11	0.34	0.0675	0.27	0.135	2160	1100000	0.85	18000	0.016	6e+05	6.75	0.6	0.85	6e+05	3	1.6	10	1.0125	0.068	0.6	0.425	1.35	0	6750	4050
121	550000	0.27	6.8	4250	0.675	1.6	0	1.1	1692063000	36450000	620908	1168768	3.3	0.34765	1209.7808	0	0.64125	4.725	1.35	94.5	0.85	0.6	1.1	0	850000	4.25	0.6	1.6	0.425	2.4	0	0.3	0.11	0.34	0.0675	0.27	0.135	2160	1100000	0.85	18000	0.016	6e+05	6.75	0.6	0.85	6e+05	3	1.6	10	1.0125	0.068	0.6	0.425	1.35	0	6750	4050
